;base_value;screen_on;voltage;usage;screen_brightness;network_status_WIFI;battery_level;temperature;up_time;network_status_disconnected;system_size_partition_busy;network_status_0;shareit_0;ims service_1;com.sec.phone_1;google play music_1;system ui_1;bluetooth share_1;battery analytics_0;google play services_1;com.facebook.orca:videoplayer_0;messenger_0;com.samsung.android.email.provider:service_0;com.lenovo.anyshare.gps:transfer_0;health_Unspecifiedfailure;google play música_1;os_version_6.0.1;health_Good;health_Unknown;bootagent_1;network_status_disconnecting;network_status_edge;network_status_gprs;network_status_hsdpa;network_status_hspap;network_status_hsupa;network_status_lte;com.facebook.katana:videoplayer_0;youtube_1;beaconmanager_1;whatsapp_0;ram_busy_percent;user_storage_busy_percent;roaming_enabled;bluetooth_enabled;location_enabled;power_saver_enabled;nfc_enabled;developer_mode;battery double_0;com.google.android.googlequicksearchbox:interactor_0;com.google.android.googlequicksearchbox:search_0;org.simalliance.openmobileapi.service:remote_0;com.instagram.android:mqtt_0;secvideoengineservice_1;com.facebook.lite:fbns_0;com.android.systemui.recents_0;com.instagram.android:videoplayer_0;com.android.chrome:privileged_process0_0;com.sec.spp.push:remotedlcprocess_0;lite_0;google backup transport_1;google play store_1;fused location_1;csc_1;samsung push service_1;layanan google play_1;network_status_utms;com.facebook.katana:notification_0;batteryhub_0;com.google.android.gms.persistent_0;os_version_5.1.1;os_version_7.1.2;network_status_19;network_status_hspa;com.android.smspush_1;com.qualcomm.qcrilmsgtunnel_1;android services library_1;com.qualcomm.qti.tetherservice_1;facebook_0;os_version_6.0;os_version_5.1;bluetooth_1;os_version_4.2.2;os_version_4.3;os_version_4.4.2;os_version_5.0.2;os_version_5.0.1;com.android.systemui.imagewallpaper_0;context service_1;network_status_ehrpd;network_status_connecting;network_status_1xrtt;com.qualcomm.atfwd_1;os_version_7;health_Overheat;network_status_evdo_a;os_version_4.4.4;network_status_30;os_version_10.1.2;os_version_6;os_version_5;network_status_16;os_version_4.1.2;os_version_7.1.1;health_Overvoltage;os_version_4.1.1;os_version_9.0.1;network_status_17;os_version_7.1;os_version_5.0
SM-G900F;170.8083;75.27071732519363;13.396517343780513;0.1668711635441537;0.0;0.0;1.3314444071996636;16.059683041729716;5.2054727620849786;0.0;2.699524026664189;0.0;0.0;6.752801577671665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;1.0117193304881091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7789778387041434;9.370870549378283;0.0;0.0;0.0;0.0;1.7051895672535113;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.996638174159214;0.0;;0.0;;0.0;0.0;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;;;;;;;0.0;;;;0.0;;;;;
LM-X210;138.7175;15.078098553688509;29.10085977381118;2.3234249433557963;2.230386175857373;0.0;14.044574384526321;6.683960947411598;0.6692133196565194;2.4928762391306982;2.578020119352931;0.0;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.8904064775758079;;0.0;1.0601093464237736;4.3003110250538015;0.0;0.0;0.0;2.130625509132251;0.0;0.0;0.0;0.1494375870572097;0.0;;0.0;;0.0;;0.15044092319005248;0.0;;0.0;0.0;0.0;;;;0.0;0.0;;;;;0.0;;0.0;;0.0;0.0;0.0;0.5067788993730623;;;0.0;;;;;;;;0.0;;;0.0;;0.0;;;;;;;;;;;;;;;
A75;32.364;3.7692095999998454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;;;0.0;;;;0.0;0.0;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-G532MT;449.2949;444.32555930158094;35.10843085991235;15.113408755284304;19.14832683900692;78.63289242875922;12.688751046552145;37.1363628826432;4.683621828125461;6.526262827472573;29.002189876099123;0.0;0.0;0.0;0.0;;;;0.0;0.5075421785451606;1.453913410006476;91.83333003433768;4.269452058171486;3.35193562618696;0.0;3.49776143042563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7451717713980996;0.0;1.1408483181775408;32.08277382117549;0.8108079486352072;23.397530574307854;7.59786174462326;9.42304665473492;0.0;8.753598363951177;2.017100660522032;28.835068394124583;0.0;3.447375125396061;0.0;1.454994910631423;1.3073750164381104;0.0;56.546314284992604;0.0;1.7835653715096647;0.0;6.396438331479466;2.7677327876884306;3.204402749762321;99.24851920450863;0.0;2.4980686840122144;;0.0;13.866546832473189;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-G930F;464.6202;319.1328213642978;22.23735551994455;0.0;53.01549707087333;5.353384959800317;5.213761813971816;24.890298125469535;0.0;78.94207696777957;0.0;0.0;;1.0417184560981185;0.0;0.0;0.0;0.0;;0.0;105.43967473817291;0.0;46.14485228595536;;;2.3986055150867087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9571152411232728;0.0;3.6235097940404724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.858790512733446;15.039506138877934;3.4328639739915574;0.0;0.0;0.0;0.0;0.0;6.577349489323147;0.0;0.0;0.0;0.0;0.0;21.444916096005244;0.0;0.0;0.0;0.0;0.0;3.189909116182526;0.0;0.0;13.85070747364994;0.0;;;;;;;;0.0;;1.832266632806425;;;0.0;;;;;;;0.0;;;;;0.0;;;;;;;;;;;;;;;;
SM-G532G;309.8774;139.0781800793235;14.209191817364731;21.88978113160114;6.393348209493456;5.37634984857786;0.0;19.863102654311792;0.0;42.87913797871018;0.0;1.5017035453466412;0.0;0.0;0.0;1.864760071770714;0.0;0.0;0.0;0.0;0.43727821708213077;1.0864493367507642;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0454209177359615;0.0;0.0;0.0;0.0;1.1093059862323773;3.8186599779837738;0.0;1.0911094849795564;0.0;0.0;0.41147985131631176;0.0;0.0;0.0;0.0;3.7154486859416145;0.0;0.0;0.0;3.0878192090046066;0.0;0.0;1.3953103354729377;0.0;5.133329240852285;0.0;1.9552139122078942;0.0;0.0;0.0;0.0;2.5449811405827436;0.0;0.0;6.281824274066586;9.214560374565274;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A0001;353.537;201.31370120738913;0.6118016075160434;7.880575481382417;0.0;0.0;0.31440313889392346;92.10831992685372;0.12752228415864594;7.363957043339298;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;7.262135002939454;;0.0;;0.0;0.0;0.0;;;0.0;0.30344961526490705;0.0;0.0;0.0;0.0;0.0;0.6879958208210851;0.0;;0.0;0.0;30.550079693389172;0.0;2.823609916734978;18.076011856886126;0.0;5.136953565787669;0.0;0.0;0.0;0.0;0.0;66.0100624124828;;;;0.0;0.0;;;0.0;1.3921021011889234;0.0;;;;0.0;4.45341675545801;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;;;;;;;;;0.0;;0.0;;;;;;;;0.0;;;;;
SM-N910C;153.2714;39.875408572916086;18.984019879924222;26.593841350791163;0.581602478330623;0.0;0.811401248303398;5.900805074797885;4.523055713487071;3.7283387880896357;13.67580845867921;;0.3121765783015543;;1.271519898402931;0.0;0.0;0.0;0.0;1.581567041201344;0.0;1.4146235559658131;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24276733179045754;0.0;0.0;0.0;0.0;2.2557099781093437;0.2295159544976746;1.5893668049689957;0.9259587694858427;0.0;0.9566794474597489;7.676482786459217;0.0;0.0;0.0;0.8497305666138955;0.0;0.0;0.9053494749581421;0.0;0.0;0.0;0.0;;0.0;0.0;1.4180850579126232;0.0;0.0;0.0;0.15817101559261434;0.7482076460662676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;;;;;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;;;;;;
A574BL;151.597;94.47245978919858;17.5854272312395;7.248100976353257;4.293032868062128;0.7044861480419539;2.3151729975335935;3.127395656026584;0.26019846706907074;52.81677537771446;16.227718430952223;0.0;;;;3.4602580612914977;0.0;0.0;37.853602605102324;0.0;2.220436023778244;;;;;0.0;;8.987501147946183;0.8382940649778342;;0.6169117134644262;0.0;;0.0;0.1534993378772789;;0.0;0.0;1.8698102887474723;;0.0;4.018656937548885;2.8571476097330293;0.0;8.008276235831863;0.3995379824300423;1.365231894501257;0.0;0.0;0.0;0.0;7.310812981668581;;2.9731656230762815;;0.4796229401157954;;0.4056220606333758;3.4816766751245574;;0.0;0.0;1.669170719236465;0.0;;;;;0.26901609856023373;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;0.0;;;;;;
LG-M250;279.8328;82.64699117421273;6.181798589267709;21.813707828427003;11.577076317021529;6.073561587890102;1.4392527760292546;25.56799401938906;2.4533766241668116;14.039493867640468;1.5996771276416322;0.0;0.14879465007978981;;;;;;0.8413843437310674;0.9075827598489483;1.3803525734639177;2.2119069036573746;;0.0;;1.3102532137452578;;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;7.071959834156136;4.124385038024438;;1.1711236797916764;9.604399855609449;2.9402162171154016;0.0;0.8616241722876946;2.092054238401923;0.0;0.0;0.1906510979134713;0.0;0.0;0.8848489304160164;;1.6298389649028864;;3.9366652648479787;;1.7808545804028566;3.268375214098795;;0.0;0.0;0.2168159142773452;;;;0.0;0.2649198572477197;0.0;0.0;;;;;0.0;;;0.0;;5.650581082732979;;;0.0;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;
SM-G532M;287.9032;98.50473165211959;29.490617363057936;16.03798468152667;16.650553694302765;0.9141296238247391;8.849089089731397;5.213854732979124;0.18350098798441505;1.1850068961939983;1.6671750599639272;0.0;0.0;1.48097216266568;2.384405842300024;0.4735079995823681;0.0;0.0;0.0;3.305457121286421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6009289598099747;0.0;0.0;0.0;0.0;0.0;1.7218053746938262;3.6465206849681278;0.5387303497252115;0.0;0.0;0.0;0.0;0.0;0.8235927709010171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9218261368514407;0.0;0.0;1.1115540551691345;0.0;0.0;0.0;;0.0;;;;;;;;;;;;2.907204100535697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nexus 5;321.9141;215.02003869966953;15.621184110706194;7.232940930002562;2.139161796190721;13.632461987213706;26.038295628225946;12.870169893976893;2.552894983901086;88.3766096768672;6.914045181853637;;;;;0.0;0.0;0.0;;0.0;3.266337770083591;0.7620462818150149;;;;0.9339295006574972;0.0;0.7258583739464436;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.919498247504533;0.0;;0.0;4.706208174750218;3.523705369443725;0.0;0.0;17.791100896556785;0.0;1.8603959572026858;3.019328997795302;55.25452498353382;0.0;2.583038797912367;;10.773385176356781;;0.0;;4.565734806362712;0.38537008417914653;;0.0;0.0;4.438046657482841;0.0;;;;0.2726736185913246;43.00714388348055;0.0;0.0;;0.0;;0.0;0.0;0.5583701324946777;0.0;;0.0;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;0.0;
SM-N9005;219.5802;169.55728013012856;43.90693659434567;0.0;0.0;0.0;1.637541755343627;7.933353116991249;10.990898281155754;23.112274430453724;53.76950939392224;0.0;0.0;0.0;13.736714830331563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.1917489290094476;0.8268587464009873;0.0;0.0;0.0;0.0;0.0;0.0;3.619240087132826;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.916713374709648;0.0;0.0;;0.0;;0.0;0.0;;0.0;;0.0;;;0.0;;0.0;0.0;;;0.0;0.0;;;;0.0;;;;;;;;0.0;;;;0.0;;;;;0.0
SM-G925F;289.8272;141.28528652395676;7.4752519859013065;0.0;0.7255244895561461;1.9904642224198683;0.0;18.50599641949809;0.0;35.08625332164317;2.9520172981538986;0.0;1.5440361075262485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0735047695560045;0.46295372931039047;0.0;4.671752107967027;;37.513171082748876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.702738273011792;0.0;0.0;1.718993960761687;0.6756996984343484;1.8558126063345763;0.0;0.295158744108644;0.0;4.59912386494338;0.0;0.0;4.34593665675098;0.0;20.57002848929723;0.0;0.7457144153331192;0.0;1.910708592631805;0.0;1.0350094964841654;0.0;0.0;1.881336483395649;0.0;0.0;0.0;3.435056397521826;0.0;0.0;0.0;0.0;0.0;9.527808510593399;0.0;0.0;0.0;;;0.0;;;0.0;;0.0;;;0.0;;;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;
SM-G920F;161.4492;49.87986470958133;6.245910048138815;13.306005570874127;3.231625376713124;0.0;0.0;4.060338104870153;0.0;7.248714268338314;0.0;;0.5059773638847821;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.958883208668695;;0.0;0.0;0.0;0.0;1.0480143339253125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9971480972235782;0.0;0.0;0.7522905677825706;0.0;0.0;0.0;0.0;0.0;0.0;0.9615822594189325;1.050567185429231;0.0;0.9957043254380391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6400133077027618;0.0;0.0;9.251707295848986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.32895511477796;;;0.0;;;;;;0.0;0.0;;;;0.0;0.0;;;;0.0;;;;;;;;;;;;
MotoG3;327.9119;144.7550402761487;18.28151097055054;26.943477381236683;0.0;4.63496968412311;6.207020167960765;31.41601282552774;9.986727317686338;5.15643943823642;2.215034192916366;0.0;0.0;;;0.5228429650134421;0.4427725414891568;0.0;0.0;0.0;0.6324902615157243;0.0;;0.0;;0.5375277028515698;1.5247669482869155;0.0;;;2.446572451976229;1.7811453392014653;0.0;0.0;0.0;;2.5240800719705723;3.797539119413844;11.56198913715305;;1.7220506495097616;0.9156755933680292;22.756490819737433;0.0;0.0;1.182352373348203;0.0;0.0;2.1873326879292962;0.0;22.14379914288197;0.23052636316778977;;1.2108556159119759;;8.01048131940805;;0.744567661625548;0.0;;0.0;0.3965795742425391;1.1854308814748213;0.0;;;;0.43847385947800893;;12.683571597341949;0.0;0.0;0.0;;0.0;0.0;5.389526173580505;4.691120208221789;;27.884893075675052;;;24.038933769486412;;;;;;;;;0.0;;1.184853371846048;;0.0;;;;;0.0;;;;;;;;;;
SM-G530H;161.3989;80.49291796589442;30.34204325235865;0.3623299640933845;0.19955017629207553;0.5216436008245563;20.87799541391149;0.0;8.305498903316801;10.266366905856202;0.23074820171847296;0.0;1.6845778063638075;;0.0;4.790229952104225;1.1032281322095712;0.0;0.0;0.8270101405243581;0.0;0.684207371823349;;6.056038996898754;0.0;0.49202471235059475;;0.24712160481614287;0.0;;;0.0;0.0;0.0;11.46693284966848;0.0;;0.6643160796294925;0.0;;4.310962621931044;0.6904564530451935;1.2401941762736606;0.0;0.0;2.914704982595483;0.0;0.0;0.0;0.0;0.0;1.4221964924478283;1.6243115162889852;0.0;;1.6873624035921861;;0.9216978544866256;0.0;0.0;2.3558687309280977;0.0;0.9501103073896225;0.9175334736478675;0.0;2.052867915697499;0.5702429718530239;0.0;;0.0;0.0;;;;0.0;;;;;0.22262364758245484;;;0.0;;;;0.0;;0.9083265308613607;;;0.0;;;;;;0.0;;;;;;;;0.33511551963937564;;;;;
SM-J500M;247.1098;66.71418895505661;13.34524556388592;35.26779924372566;0.49250202270768006;0.0;0.0;20.580721838183614;7.109619993474915;0.0;0.15593665756584968;0.0;0.3635903344678055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.8863081145104014;0.0;0.0;0.0;0.0;1.9464277906894583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;;0.0;;;;;0.0;;;0.0;;;;;;0.0;0.0;;;;0.0;;;;;;;;;;;;;;;;;
ASUS_T00J;102.413;29.027114142547628;19.659696416819123;8.12312698451065;2.4973396150544342;1.3420889046418427;16.033076922583348;8.743464159563281;0.3167815481980338;1.7776496273823057;3.671484878452693;0.0;0.0;;;5.207384040219991;0.0;0.0;;0.0;0.0;1.331752350205461;;0.0;;0.0;;0.0;;;;0.0;;0.0;0.5925049178126285;;;0.0;0.8362877728284258;;0.0;0.0;0.4695941448756658;0.0;1.208374547782189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;1.1315980422632066;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;;;;4.235411986476344;;;;;0.0;0.0;;;;;;0.0;;;;;;;;;;0.0;;;;;;;;;
SM-G935F;414.8342;171.3670350283868;12.024034059929262;4.478845358893309;1.832419208217101;1.6314468156748876;1.3849437660576658;41.7248900580387;1.1659242504420846;39.18433780334794;0.8413652909504304;0.0;0.0;6.25495671430351;0.0;0.0;0.0;0.0;0.0;2.4441807714547386;6.648654979604977;0.0;0.0;0.0;;0.32714005544837643;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7447016704595844;0.0;3.168239560723003;3.5126477805110685;0.7573113901682464;0.1910248879691615;1.1422151356389423;1.1492848212846147;80.7534670925371;2.308890488984408;6.71777942481261;5.513937419553935;8.248840562121668;6.058017750230596;0.2658590636642012;6.9546687094897495;0.0;0.6554397651578415;0.0;1.3618704355113793;3.6609369554967843;0.0;0.0;0.0;1.1571632747024228;2.490060552885493;0.0;0.0;18.155368213385454;1.7197573366331529;0.0;1.0902320277098976;2.0893985170774427;0.0;1.099656177697055;0.0;;;;;;0.0;;0.0;;4.736359275353278;;;;;;;;;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;
Lenovo A1000;51.8441;62.12597322568072;13.993952693567513;13.364886998807878;0.0;0.0;8.84776660601048;0.0;0.0;30.787736214988055;3.1979971414081825;0.0;0.0;;;0.0;4.441266575802815;0.0;0.0;6.544697941020616;0.0;0.0;;1.5433523670093412;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;0.0;8.117039652434872;;2.085076668105457;2.118623791835668;1.439215817783482;0.0;0.0;0.0;0.0;0.0;15.199682036568335;0.0;1.8697432127907512;13.140693181328109;;0.0;;0.0;;4.006400020654291;0.0;;0.5918254076781161;2.3085641537379105;0.867426433084448;;;;0.0;0.0;;;0.0;;;;0.0;0.0;;;;0.5044489230996575;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;
SM-J510FN;454.4397;215.0452558646942;5.140784013992337;41.58143186335496;3.757624218669386;0.0;27.15766290596085;69.1086024508758;0.0;0.0;0.0;2.165270094026447;0.0;4.475084217407191;3.515437602881718;0.0;0.0;0.0;0.0;0.0;7.765881661389899;0.0;0.0;0.0;0.0;0.0;1.3890694126580683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;30.191540184514313;0.0;0.6729982172584418;0.0;4.5926483294006974;62.18162854426921;1.9411240626875275;5.0390026529821395;0.0;84.94901642876356;0.0;2.877104384297824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.410689082469584;0.0;0.0;2.320249390739027;3.5432129047622754;0.0;1.9713417011857137;0.0;0.0;0.0;84.02047011752158;;;;;0.0;;;0.0;;0.0;;;0.0;;;;;;;0.0;;;;0.0;;;;;;;;;;;0.0;;;;;;
Aquaris M5;491.5447;353.7392579704622;24.927921298931334;10.74972181132864;2.94945470294931;6.446609249579851;0.0;106.75303798457016;0.7621828420713295;159.81921349519004;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;46.109068686182276;;0.0;;5.753919973704776;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;3.407916730959654;0.0;;0.0;6.482295391442301;62.74951342392175;0.0;0.0;0.0;0.0;12.05070597330701;40.64095524379051;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;
GT-I9060I;456.1939;232.08951462545912;53.15648933549443;3.412980445568681;18.703923988518397;22.220216170995773;97.57164726108776;19.79260461103365;6.139706205539647;42.95103021965103;3.4841286400988953;0.19003881244960996;1.0444076159465965e-16;;0.01823786238210975;0.5434521645853126;5.815829825149985;17.226917255032937;;4.072366926664178;6.1666539124217294;4.642043211461203;;9.358716765271712;0.0;1.4776098415049062;;0.0;0.0;;;0.0;;0.0;2.722218607667325;;;0.39619586617385316;1.0701394592891063;;22.225927615262275;4.657415675115894;4.056028801962301;9.98368054894172e-18;14.808419200697433;3.054347700762489;0.0;0.0;0.0;0.0;;14.145540508619167;3.8879349530493914;7.269982639314282;;2.8587169784544333;;0.8553646738237847;0.0;0.0;0.230826142777081;0.17779609867626794;1.285996432580606;0.0;;2.773512882065045;28.148167466558352;4.991210773152847;;85.41480771382672;0.0;;;;0.0;;;;;6.289253443550389;;;;;;;;;;;;0.0;;;;;;0.0;;;;;;;;;;;;;
