;base_value;screen_on;voltage;battery_level;up_time;usage;network_status_disconnected;temperature;system_size_partition_busy;network_status_WIFI;screen_brightness;ram_busy_percent;whatsapp_0;user_storage_busy_percent;com.google.android.googlequicksearchbox:interactor_0;youtube_1;network_status_hspap;com.facebook.lite:fbns_0;messenger_0;google play store_1;com.sec.spp.push:remotedlcprocess_0;bluetooth share_1;network_status_0;location_enabled;power_saver_enabled;google play music_1;network_status_disconnecting;fused location_1;com.instagram.android:mqtt_0;google play services_1;shareit_0;com.facebook.orca:videoplayer_0;network_status_lte;samsung push service_1;beaconmanager_1;com.facebook.katana:videoplayer_0;network_status_hsupa;google play música_1;com.samsung.android.email.provider:service_0;layanan google play_1;network_status_edge;network_status_utms;google backup transport_1;lite_0;com.android.chrome:privileged_process0_0;com.instagram.android:videoplayer_0;com.lenovo.anyshare.gps:transfer_0;roaming_enabled;com.sec.phone_1;ims service_1;developer_mode;com.google.android.googlequicksearchbox:search_0;network_status_gprs;health_Good;secvideoengineservice_1;org.simalliance.openmobileapi.service:remote_0;network_status_hsdpa;com.android.systemui.recents_0;nfc_enabled;battery double_0;bluetooth_enabled;health_Unspecifiedfailure;bootagent_1;os_version_6.0.1;battery analytics_0;csc_1;system ui_1;health_Unknown;com.google.android.gms.persistent_0;com.facebook.katana:notification_0;os_version_5.1.1;os_version_7.1.2;network_status_19;network_status_hspa;batteryhub_0;com.android.smspush_1;com.qualcomm.qcrilmsgtunnel_1;android services library_1;com.qualcomm.qti.tetherservice_1;facebook_0;os_version_5.1;os_version_6.0;os_version_4.2.2;os_version_4.4.2;os_version_4.3;os_version_5.0.1;os_version_5.0.2;bluetooth_1;context service_1;com.android.systemui.imagewallpaper_0;os_version_7;network_status_1xrtt;network_status_connecting;network_status_ehrpd;com.qualcomm.atfwd_1;health_Overheat;network_status_evdo_a;os_version_4.4.4;network_status_30;os_version_10.1.2;os_version_5;os_version_6;network_status_16;os_version_4.1.2;os_version_7.1.1;health_Overvoltage;os_version_4.1.1;os_version_9.0.1;network_status_17;os_version_7.1;os_version_5.0
ALE-L21;120.831345;2.8046629428863525;7.507194519042969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;0.0;;0.0;;;;;;0.0;;;;;;;0.0;;;;;;;;0.0;0.0;0.0;;;;;;;;
GT-I8262;32.163322;0.48872485756874084;0.0;0.0;0.0;0.0;0.0;0.03140012547373772;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;;;;;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;
SM-G925T;107.99369;0.2681429088115692;19.143779754638672;6.6422905921936035;3.71219539642334;5.232023239135742;1.0241106748580933;3.481262445449829;0.09674429148435593;0.4170289933681488;0.15186285972595215;0.35499307513237;0.6065683364868164;1.2603155374526978;0.0;0.038067951798439026;1.1852095127105713;0.0;0.010149011388421059;0.11919272691011429;0.01267564482986927;0.0;;0.030811725184321404;0.0;0.20486298203468323;0.0;0.0;0.02197502925992012;0.04300124943256378;0.01287093386054039;0.058473169803619385;0.02367781475186348;0.011043518781661987;0.000354727846570313;0.09049631655216217;0.01267515029758215;;0.14243941009044647;;0.0;0.0;0.0;0.0;0.006708670873194933;0.007417562883347273;0.0;0.0;0.04487146437168121;0.0026142275892198086;0.007633412256836891;0.010619068518280983;;0.0026216565165668726;0.0;0.0;;0.0;0.019308537244796753;0.06742974370718002;0.0037393199745565653;;0.010290549136698246;0.0;0.0055389730259776115;0.0;0.0;0.0;;0.10030373185873032;;;;;;;;0.0;;0.28450292348861694;;;;;;;;0.0011383190285414457;0.0;;0.0;;;;;;;;;;;;;;;;;;;;
Moto E (4);127.982895;0.10613095760345459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;;0.0;;;;0.0;;;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;;;;;
Andromax A26C4H;131.06499;22.061405181884766;43.541114807128906;34.291786193847656;17.1054744720459;13.37962532043457;9.567134857177734;22.748977661132812;2.3531482219696045;1.6970479488372803;10.008420944213867;10.70263671875;2.332747459411621;9.432708740234375;0.0;2.1102066040039062;;6.3874382972717285;1.185103178024292;3.300105094909668;;0.0;1.6347599029541016;6.505752086639404;1.3930833339691162;0.0;0.23695605993270874;0.0;2.36084246635437;0.0;0.9515788555145264;0.7213720679283142;3.6506736278533936;;;1.3214174509048462;;;;1.2728183269500732;0.10457881540060043;;0.0;5.531560897827148;0.4349842965602875;1.370566964149475;1.3248796463012695;0.0;;;0.0;2.841109037399292;;0.0;;;;;0.0;3.688648223876953;0.39537689089775085;;;0.0;0.0;;0.0;0.5098546743392944;;;;;;;;0.0;0.0;;0.0;3.0229811668395996;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
LG-K350;111.41174;0.303752064704895;8.067867279052734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;;;;;;;0.0;0.0;;;;;0.0;;;;;;;;0.0;;;;;0.0;;;;;;;;;0.0;;;;;;;;;
SM-A300FU;98.35259;1.1780058145523071;0.0;0.0;0.0;0.0;0.029067263007164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;;;;;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;0.0;0.0;;;;;;;0.0;;;;;
ASUS_T00F;97.62761;1.1676878929138184;0.0;0.0;0.0;0.0;0.0;0.008639972656965256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;0.0;;0.0;;;;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;0.0;;;;;;
LG-K520;68.78999;0.9987415075302124;19.362548828125;0.6861797571182251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051727525889873505;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;;;;;0.0;;;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;
GT-I9301I;131.68292;1.692961573600769;0.038066454231739044;0.0;0.12277206033468246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;;;;;0.0;;;;0.0;;;;;0.0;;;;0.0;;;;;;;;;;;;;0.0;;;;;
SM-G130H;153.59332;10.853726387023926;70.52906036376953;14.24315357208252;5.372159481048584;0.5307452082633972;2.2903335094451904;10.491897583007812;3.5501627922058105;0.8533440232276917;3.8933544158935547;2.6777572631835938;1.4657920598983765;5.477443218231201;;0.5673012733459473;0.3798680901527405;0.6064892411231995;;0.39806461334228516;0.020030077546834946;;0.2389540821313858;0.10721920430660248;0.0;;;;0.06842177361249924;;0.17677919566631317;;;2.034372329711914;;;;0.0;;0.4438666105270386;0.016736583784222603;0.277805894613266;0.016935599967837334;1.540086269378662;;0.022722087800502777;0.298946350812912;0.0;2.468862295150757;;0.005427592899650335;0.3109681010246277;0.0;0.0;;;;;0.0;2.074411630630493;0.12236672639846802;0.0;;;0.0;;;;1.2878150939941406;;;;;0.03766453266143799;0.015631115064024925;;;;;0.022190287709236145;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lenovo A6010;30.816189;0.0;2.898394823074341;0.0;0.0015901245642453432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;0.0;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;;
SM-N950F;134.77332;0.570534884929657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;;;;;;;0.0;;;0.0;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;;
HUAWEI Y541-U02;49.29882;2.637951374053955;11.012195587158203;8.608299255371094;2.7903871536254883;1.3129910230636597;1.464089035987854;2.3401100635528564;0.3288906514644623;0.3009442389011383;1.1125982999801636;0.7692623138427734;0.0;2.438310146331787;;0.20813022553920746;0.0;0.48028838634490967;0.07453431934118271;0.8948544859886169;;0.0744699165225029;0.0;0.0;0.0;0.0;;0.0;0.0;0.6890186071395874;0.12672798335552216;0.0;;;;0.0;;;;0.19440679252147675;0.0;0.0;0.0;0.08837763965129852;0.0;0.0;0.25099363923072815;0.0;;;0.0;0.5671717524528503;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;;;;0.05617436021566391;;0.0;;;;;0.0;;;;;;0.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-C5000;196.91798;26.191062927246094;31.686574935913086;12.919561386108398;4.32960844039917;9.859195709228516;16.008949279785156;16.989913940429688;1.1399463415145874;0.3537329435348511;2.682771682739258;3.729508638381958;;6.714902400970459;0.0;0.7764955163002014;0.17347747087478638;0.14038096368312836;0.07775329798460007;0.9694998860359192;16.622663497924805;0.0;0.0;0.6202789545059204;1.7469604015350342;1.0577902793884277;0.002421244280412793;0.0;0.8257858157157898;0.3309682011604309;14.703614234924316;2.1631579399108887;0.1671382635831833;0.417724072933197;2.488523006439209;0.3601568043231964;;;1.7704179286956787;;0.03590446338057518;0.041808806359767914;0.0;0.7388050556182861;0.287102073431015;2.3566856384277344;3.8051891326904297;0.0;0.0413505956530571;0.006964581087231636;0.0;2.8544087409973145;0.0445774644613266;0.0;;0.0;;0.0;0.5886880159378052;0.867347002029419;0.6178343296051025;;0.0;5.713533878326416;0.0;0.0;0.0;0.0;;1.4607288837432861;;;;0.047153327614068985;;0.0;;0.13112430274486542;;;;;;;;;;0.06979472935199738;0.0;;0.0;;;;0.0;;;;;;;;;;;;;;;;
SAMSUNG-SM-G935A;156.71645;38.66650390625;18.75845718383789;13.22508430480957;6.410068988800049;18.885643005371094;3.893916368484497;24.198022842407227;6.229827404022217;2.4061849117279053;3.183292865753174;4.0937886238098145;0.9058367013931274;1.8863521814346313;0.25655996799468994;2.725310802459717;0.1647210568189621;;0.07673738151788712;0.8795596957206726;0.06620209664106369;0.0;;4.559834957122803;0.3303081691265106;0.19482704997062683;0.0;0.0;0.28396841883659363;0.05686485022306442;;0.13090267777442932;5.581082820892334;0.16988436877727509;0.06248738244175911;0.1472979187965393;;;0.389008492231369;0.024594124406576157;0.167688250541687;;0.0;;0.47433018684387207;0.13322283327579498;;0.0;0.0;0.0;0.0;0.0696873739361763;;0.003999186214059591;0.0;0.0;;0.004172062501311302;1.0051708221435547;0.0;0.9577317237854004;;0.0;0.0;0.0;0.0;0.0;0.0;;0.5393863320350647;;;;0.01269238069653511;;0.0;;1.6624646186828613;;0.4039992392063141;;;;;;;;;0.0;;0.0;;;;0.016047878190875053;;;;;;;;;;;;;;;;
SM-G900H;86.02132;0.045205872505903244;7.625418663024902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017545467242598534;0.0;0.0;0.0;;1.8073965311050415;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;0.0;;;;0.0;0.0;0.0;;;;;;;;;;;0.0;;;;;;;;;;
SM-N916L;73.062485;0.022778017446398735;5.293511390686035;3.4571008682250977;0.6288298964500427;5.257106781005859;0.44584813714027405;1.9403046369552612;0.0002443036937620491;0.177255779504776;1.4980565309524536;0.7087361216545105;;1.1487021446228027;0.0;0.6910597085952759;0.0643606036901474;0.12643152475357056;0.0;0.24224479496479034;0.0002814281324390322;0.0;;0.0028076909948140383;0.0;;0.0;0.0;;0.0;0.21156032383441925;0.27939751744270325;0.10138107091188431;0.05732814222574234;0.0;3.547266721725464;0.030793752521276474;;;;;;0.0;0.2671716511249542;0.2386833280324936;;0.1626199632883072;0.0;0.0;;0.0;0.18701057136058807;0.01022810023277998;0.0;;;;0.003476751735433936;0.0;1.2710185050964355;0.0008488080929964781;;0.0;0.0;0.11949509382247925;0.0;0.0;0.0;;0.08619953691959381;;;;;;;;;;0.1386066973209381;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;
SAMSUNG-SM-G925A;122.43254;0.8374989032745361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;0.0;;;;;
SM-N900T;109.68438;1.447373867034912;0.0;0.0;0.0;0.0;0.0;0.0;0.49161356687545776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;0.0;;;;0.0;;;;0.0;;;;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;;;;;0.0;;;;;
SM-N920K;117.70366;0.06438631564378738;16.618589401245117;10.32766056060791;2.107987403869629;7.4935455322265625;0.1730661392211914;7.789990425109863;0.02669255994260311;0.09771575033664703;1.4487086534500122;1.9968599081039429;0.0012439623242244124;1.8201091289520264;0.0035280080046504736;5.551214218139648;;;;;9.806342124938965;;;0.007115957792848349;0.0;;;0.0;0.020664945244789124;;;;0.028549958020448685;0.07087215781211853;0.0;0.0;;;0.41134488582611084;;;;0.0;;0.0054610841907560825;0.006020546890795231;;0.0;0.0;0.0034591942094266415;0.019943848252296448;0.03443492576479912;;0.0;0.0;;;;0.0;0.06426851451396942;0.06867699325084686;;;;0.23478110134601593;0.0;;0.0;;;;;;;;;;0.0;;0.0015319476369768381;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;
GT-I9500;115.70224;3.440464496612549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;;0.0;;;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;
ONE E1003;121.214264;1.6617860794067383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;;0.0;0.0;0.0;;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
SM-G903F;120.07319;2.170654535293579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.036899931728839874;;;;;0.0;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;
SM-G900V;107.805954;1.2239559888839722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;;;;;;0.0;;;;;;;;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;;;0.0;;;;;;;;;;
Lenovo A2020a40;39.89894;0.23991359770298004;3.8781070709228516;0.0;0.16322283446788788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;;;0.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
GT-N7100;111.045715;0.0;0.0;0.0;0.0;2.57747745513916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;0.0;;;;0.0;0.0;;;;0.0;;;;;;;;;;;;;;;0.0;;;0.0;;;;
LG-TP260;296.34113;54.8809928894043;33.82237243652344;23.807613372802734;9.303864479064941;7.303843021392822;0.3355855345726013;42.266239166259766;7.13566780090332;2.462467908859253;22.532379150390625;5.469658374786377;0.09976261854171753;14.275959014892578;0.6616185307502747;0.8877297043800354;0.009607449173927307;;0.018704907968640327;6.278083801269531;;;;2.021304130554199;2.205083131790161;0.25825566053390503;0.8678445219993591;;5.953636169433594;0.10446295142173767;;0.22831857204437256;1.785280466079712;;;0.5197319388389587;;0.0;;;0.0;0.0040124463848769665;0.18549859523773193;;1.9044970273971558;1.0086727142333984;;0.0;;;0.0;1.0979918241500854;;0.0;;;;;0.0;2.4161925315856934;0.6121180653572083;;;;4.254740238189697;;0.0;0.0;;;;;;0.0;;;0.29734310507774353;0.2227948009967804;0.0;0.12288221716880798;;;;;;;;0.0;;;0.0;;;;0.0;;;;;;;;;;;;;;;;
GT-I9060;124.99471;1.0362356901168823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;;;;0.0;;0.0;;;;;;0.0;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;
ASUS_Z007;91.73834;0.005255954805761576;18.03026008605957;0.0;0.0;0.03704409673810005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;0.0;;;;;0.0;;;;;;0.0;;;;0.0;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;
Lenovo A6000;97.96418;0.454768568277359;0.0363045334815979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;0.0;;;;;;;0.0;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;
SM-G610M;362.90063;63.760494232177734;43.582550048828125;29.18120002746582;13.448214530944824;13.879258155822754;3.0550906658172607;20.653362274169922;16.493080139160156;1.9690521955490112;22.85588836669922;10.53185749053955;6.360058784484863;3.930565118789673;0.0672159343957901;0.9773104786872864;4.969117641448975;1.398603081703186;2.1532657146453857;1.3115642070770264;1.092008113861084;;0.0;0.8806794881820679;4.131017208099365;;0.12718503177165985;;0.8815402388572693;0.2580079138278961;0.2167978584766388;2.5137717723846436;0.9979262948036194;1.251525640487671;0.0;0.9755039215087891;0.3022648096084595;10.076035499572754;3.847100019454956;;0.1842203438282013;0.22019793093204498;0.0;0.15583446621894836;0.2601633071899414;1.4699124097824097;0.5609337091445923;0.510597825050354;1.3761192560195923;0.04043711721897125;7.2757568359375;0.31238681077957153;0.0;0.0020142740104347467;0.0;0.0;0.007405241951346397;0.0;0.0;15.551426887512207;0.9269917011260986;;0.0;0.0;0.0;0.0;;0.0;;9.341816902160645;;;;;1.1595114469528198;;;4.661328315734863;;0.15575405955314636;;;;;;;;0.826064944267273;0.0;;0.0;;;;;;;;;;;;;;;;;;;;
LGMP260;76.339424;0.6647918224334717;0.0;0.2105000913143158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027241619303822517;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;;;0.0;;;;0.0;;;0.0;0.0;0.0;;;;;;;;;0.0;;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;
SM-G928F;190.99599;25.089338302612305;30.938840866088867;17.786155700683594;6.149745941162109;17.321739196777344;1.5566928386688232;13.979024887084961;11.938271522521973;2.4139249324798584;3.87174916267395;12.620628356933594;0.6468225121498108;4.58310604095459;0.14416329562664032;0.5583533048629761;0.04513627290725708;3.101466417312622;0.5439197421073914;0.20589450001716614;0.5876059532165527;0.0;0.0;3.5487546920776367;2.5894572734832764;0.9376304745674133;0.042636141180992126;0.0;1.9941577911376953;3.780580520629883;1.4027061462402344;0.950395405292511;0.2768354117870331;2.4403457641601562;0.588096022605896;1.5755255222320557;0.048486750572919846;0.05277632921934128;1.9149726629257202;;0.04736139997839928;0.2727958858013153;0.4537040591239929;0.46366703510284424;0.8728421926498413;0.5927152633666992;0.20389674603939056;0.004487089347094297;0.3213132917881012;0.039909038692712784;0.3495447635650635;0.9456681609153748;0.0;0.0;0.0032112346962094307;0.0029282448813319206;0.0;0.0;0.04648781195282936;0.3357703983783722;2.099400758743286;;0.0;0.0;0.0;0.023254651576280594;1.0777935981750488;0.0;;0.614271879196167;;;;0.0;0.05337003245949745;;;0.07596579939126968;;1.2283790111541748;;;;;;;;0.0;0.0;;0.0;;;;0.0;;;;;;;;;;;;;;;;
