;base_value;screen_on;usage;voltage;network_status_disconnected;screen_brightness;up_time;system_size_partition_busy;temperature;whatsapp_0;network_status_hspap;network_status_WIFI;battery_level;network_status_lte;google play store_1;ram_busy_percent;samsung push service_1;com.google.android.googlequicksearchbox:interactor_0;network_status_0;com.facebook.lite:fbns_0;com.google.android.googlequicksearchbox:search_0;shareit_0;com.instagram.android:mqtt_0;lite_0;user_storage_busy_percent;bluetooth share_1;messenger_0;google backup transport_1;google play música_1;system ui_1;google play services_1;com.lenovo.anyshare.gps:transfer_0;com.facebook.orca:videoplayer_0;com.sec.spp.push:remotedlcprocess_0;youtube_1;google play music_1;network_status_disconnecting;beaconmanager_1;com.samsung.android.email.provider:service_0;location_enabled;power_saver_enabled;com.facebook.katana:videoplayer_0;fused location_1;roaming_enabled;ims service_1;com.instagram.android:videoplayer_0;battery double_0;org.simalliance.openmobileapi.service:remote_0;com.sec.phone_1;com.android.chrome:privileged_process0_0;com.android.systemui.recents_0;bluetooth_enabled;layanan google play_1;network_status_edge;developer_mode;network_status_hsupa;network_status_utms;secvideoengineservice_1;health_Good;bootagent_1;health_Unknown;csc_1;nfc_enabled;health_Unspecifiedfailure;os_version_6.0.1;network_status_gprs;network_status_hsdpa;battery analytics_0;facebook_0;com.facebook.katana:notification_0;android services library_1;batteryhub_0;os_version_7.1.2;com.qualcomm.qti.tetherservice_1;os_version_5.1.1;com.google.android.gms.persistent_0;network_status_hspa;com.android.smspush_1;com.qualcomm.qcrilmsgtunnel_1;network_status_19;os_version_5.1;os_version_6.0;context service_1;bluetooth_1;com.android.systemui.imagewallpaper_0;os_version_5.0.1;os_version_4.4.2;os_version_5.0.2;os_version_4.3;os_version_4.2.2;os_version_7;com.qualcomm.atfwd_1;network_status_ehrpd;network_status_connecting;network_status_1xrtt;health_Overheat;network_status_evdo_a;os_version_4.4.4;network_status_30;os_version_10.1.2;os_version_5;network_status_16;os_version_6;os_version_4.1.2;os_version_7.1.1;health_Overvoltage;os_version_4.1.1;os_version_9.0.1;network_status_17;os_version_7.1;os_version_5.0
ALE-L21;372.0884000000001;287.4994395854772;7.833248923965881;24.719532753318624;0.0;61.76077335013547;1.5084582824145152;0.0;59.94014551690716;0.0;0.0;0.0;37.38016160723888;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;2.777234679113908;0.0;94.09248061204771;0.0;0.0;0.0;0.0;0.0;0.0;;82.93852055324352;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;1.0295723910714272;0.0;;0.0;;0.0;0.0;0.0;0.0;;0.0;;0.0;;;;0.0;;;;0.0;0.0;0.0;10.283256891289508;0.0;1.3517302541968892;;;;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;0.0;0.0;0.0;;;;;;;;
GT-I8262;112.63085299999997;38.37636100868946;1.9091878734450907;1.4899409342882521;5.621410661782071;2.248549657259437;5.794083533546866;7.628434319498791;22.261373475632187;0.14437859903296227;;0.1849434403772863;0.4183201279145555;;0.2710577107586242;0.11905944427948573;0.14436319133193798;;0.0;0.04198971229440981;0.05816009468990202;0.603462696549626;8.936210653111067;0.17200684712354986;6.6456170511898165;0.15570584768553017;1.2808999707574735;0.0;0.010248458272859074;0.2866544557972767;0.07482207835669707;0.5474018488228479;0.006623846847663834;0.0;0.08863895881054708;0.017705584987899137;;;;0.8635031697053542;0.0;0.0026772420672501467;;0.0;;0.014011908853429043;0.03831845058514624;;0.002568659010083162;0.0;;0.3952213429054567;0.05865530405201132;0.0017905370694928345;0.11262452576740643;0.011444417191630526;0.0;;0.0;;;;0.0;0.0;;0.0;0.0;;0.20321650915633485;;;0.007254231281003611;;;;0.08165575503021452;0.20591430759141202;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;
SM-G925T;102.571358;0.010032666185955571;1.477213793762498;11.49604744101448;0.04465385455903878;0.027387666820687606;1.896614133019864;0.0;3.726374720861487;0.23630606811320384;2.2830691058769133;0.0;9.590073510658694;0.0;0.0;0.046461496502159944;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.19846060335503282;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006683022116912021;0.0;0.016398885339957252;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.0;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;
Moto E (4);346.454376;61.57160736581575;14.568769378617999;7.285046997965206;13.454957322665976;12.70856342266149;4.6806590075315695;10.49474630306795;27.280638699857292;0.2951155706390242;0.0590575336777203;12.322138158074397;4.345578810094339;0.9608043496475173;2.9100220060850153;0.9373633876185435;;0.2883538776566904;;0.3723247846151245;0.2649685732564146;;1.3004522298471608;0.5108650077721874;10.174141047385932;5.581433132436313;0.9995248099136774;2.647924972853587;4.978664594823699;2.9410032359331373;7.939698285810192;;0.7328023672699064;;1.3075312465217162;0.11889681256481706;0.02315743164711148;;;0.44169828614503015;1.16334725541545;1.69780136503322;0.3352020755480993;0.0;;3.193030594685293;0.6978132474558089;;;0.1506410997806245;;0.592847212724264;;0.0;0.018614277622169245;;0.0;;0.0;;0.0;;0.0;;;;0.026082095071713773;1.2936727453736154;1.280571380320215;0.029996145609258968;0.02150934360914786;;;0.04612991297864025;;;0.00024441900587251233;;0.021266141141880416;;;;;7.716495306772718;;;;;;;;0.0321692171350731;0.0;0.0;0.0003465759942427397;0.0;;;;;;;;;0.0;;;;;;
Andromax A26C4H;118.2379;13.259662977447062;20.871197252094234;13.544920515760804;0.0;1.8802307057605034;0.8506642267146673;4.3620590345574515;0.0;0.0;;0.0;3.5437833004993604;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;2.203683214721742;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;;;;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
LG-K350;240.4358976666667;56.67070336073684;11.807729376083381;15.804359906525878;8.808612197142764;4.675670224838838;1.318808700136233;5.149728587927106;12.309268434220549;0.2377977035005424;0.6207687292037583;0.753306998189948;4.145248680179442;1.7968031532272288;1.3318157253480758;0.621421749029063;;0.2134390630587248;0.0197448628400278;5.050770094152262;0.40912307685810184;1.950151673341016;0.572002332398496;0.33021353317421676;1.3296184661632005;;0.407882822880774;0.5713593748587557;0.4043348709447972;0.04854559206742952;1.537698760614231;0.23815714748699965;2.0471257670876057;;0.14667683752329932;0.05556764601724312;0.10547897633429937;;;0.35333440196861154;0.1362733032052219;0.6999039926788992;;0.005116894513213148;;0.060160768468436335;4.463878683339981;;;0.04075009738028887;;0.027531519118968572;0.2701550021160484;0.015077278587644821;0.000352814334927738;;0.008385303797368418;;0.0;;;;0.0;;;0.0881338549634009;0.0;0.0;0.36424370539662354;;;0.4495085323591021;;;;;0.09641901437592686;;;;;;;0.10133568806782257;;;;;;;;;;0.014800504782159425;;;;;;;;;0.0;;;;;;;;
SM-A300FU;164.162932;49.87965335583715;6.6415839727192685;8.136316764075385;7.3560710856062865;1.2773142314430193;1.4284676193292263;1.9748338733851103;10.693448625649424;0.3430212358003785;1.5372616029050892;0.7727276298642682;1.2334834928166103;0.9189320621513071;0.15531849899097566;0.9220841988156097;0.6074483264358992;0.024566702858098272;0.0;;1.6973969180494204;0.7764544194748789;0.1479162581153387;;0.9114094299997941;0.19497667326596937;0.8200371457029183;0.16739023815936627;0.04135710253464238;0.16042320902323423;0.08392181261823346;0.4448436756738404;0.5060678404388699;0.011115834887178253;0.0;0.28476013371841236;0.0;0.5834675759203597;;0.02104995326909469;0.014509878038058498;0.3296158282494098;0.12123722613827785;0.2868967592620893;0.0;0.30577476110461044;0.16710117000949926;0.0;0.04428723704604086;4.321395702816389;0.026838524565346394;0.42656394449892715;;0.051257050745093444;0.5360033580493982;0.0;0.0;;0.018653859137156167;0.005906248755729694;;0.009034383555422548;0.6391604554147486;;0.002666819523345104;0.0;0.0017239332588472923;0.0;0.5047963776962868;;;0.03855426056238752;;;;0.0;0.011322860149641402;;;;;;0.03173255963257837;0.02253845920194617;0.04615935987674264;;;0.0236809117466375;;;;0.0649487939434997;;;;;;0.0024965373555247703;0.0;;;;;;;0.0;;;;;
ASUS_T00F;107.506146;32.5814082727118;5.453543598909584;10.308957035127976;6.32216324019579;1.4469756941679233;3.5380791730258103;1.0880272789995489;10.645889560204088;0.7855299711094652;2.1815584564583164;0.0425872019389584;1.8002057620838732;;0.5821987355961497;1.2893347119261391;;0.0;0.2769727849936334;0.5013117328243265;0.5216360851049774;1.7120513621999756;1.9404876813854015;0.48606599212494056;1.4384783674309136;0.04223785278337108;0.0841000619252322;0.0;;0.005766557384936128;0.4310759941980381;1.9347502690051461;0.1237730116023924;;0.3661149479667058;0.04403614829829529;0.0;;;0.1196006616614319;0.0;0.0538121202836561;0.4969042460471302;0.0;;0.8056998362265219;0.004776799411455636;0.02272404703393497;;0.04584537776426042;;0.05008743707935799;0.3248603374524301;0.0;0.21074580318400343;;0.13050790304401788;;0.0;;;;0.0;;;0.0;0.0;;5.792198081719132;0.0;0.0;0.0;;;;0.17260390854700605;0.1301221079709886;0.0;;;;;;;;;0.08779923323106092;;0.2234088754843945;;;;;0.0;;;;;;;0.0;;;;0.0;;;;;;
LG-K520;119.76159999999997;50.887160100560344;2.1072530983121536;25.442682814576493;0.0;2.4712333505150514;14.118992189386079;0.0;2.523112566866338;0.0;1.4626720681401593;0.0;16.77850659795776;0.0;0.0;1.2000279140648267;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.788317397660407;;0.0;0.0;;0.0;0.0;0.09807089913460176;0.08971997141096999;;0.0;0.0;0.0;;;0.08435337775505007;0.0;0.028649090909421717;;0.0;;0.0;0.0;;;0.0;;0.013518251592942303;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;12.65443216075774;;0.0;;;0.0;;;0.15342186383155182;;0.0;;;;;0.0;;;;;;;0.0;0.0;;;;0.0;;;;;;;;;;;;;;;
GT-I9301I;405.522242;84.04519064203419;4.197544255208062;34.763409366574024;6.424047687005901;1.1861008806845774;20.543836304838596;5.710849642574202;58.34120414253423;4.159566876504891;1.1990087379578784;1.5274313977908995;7.783657179082416;;1.0772674052969187;3.472723246868053;0.6259537032114788;;;5.3424333861351885;0.6603597894219021;1.3330362147093466;1.58434279886685;2.8646576319740786;6.719996208066493;2.61037026025372;12.820153817915108;2.2323637767523126;0.38505591014823043;0.7787895105914729;0.2601829819559607;5.085716426940007;8.201647587918387;0.0;3.738400567840894;2.635834037513972;;;;0.9942246263032021;0.0;1.8741822653929514;;6.102167399764882;;0.19431361354296184;13.750577933833037;0.0;0.17964177760961428;0.6569273244624972;;3.4540999558834877;0.0;0.0;3.2470620682490754;0.0;0.013367907944985623;;1.0746039741265088;;0.40924651851249605;;9.972033091592072;0.0;;0.0;0.008174369691402667;;11.884293184188037;0.07632907522890982;;22.29452084878804;;;;0.788695971544915;0.30386151767026714;;;;;;0.15156936175577448;;;;0.0;;;;;;;0.0;;;;;;;;;;;;0.00680319530196031;;;;;
SM-G130H;131.28405766666668;4.0974416346141185;0.17718687987480847;33.847932190454266;1.050874221346265;1.5586563086929492;2.188460466664488;5.679031038027211;10.621043710465901;0.3237518033172308;0.3311950215562191;0.7475655437355876;23.091391983143918;;0.20348715228388797;0.6338697437637818;2.3342883113575734;;0.28381693750011167;0.22835670501131045;0.09706049616837328;0.6131006914099376;0.024150672166130142;0.434823694451987;1.0002075888126514;;;0.002738226546049702;0.0;;;0.3783354463317573;;0.0;0.32754983993144526;;;;;1.1427870258012334;0.0;;;0.14198182619298866;;0.004527685324429584;3.6123653307214014;;0.9631566087458233;;;0.005536135251230535;1.0076675100214545;0.008548561377886564;0.00022047764930063904;;0.13272925027488852;;0.0;;;;0.0;0.0;;0.0;;0.0;0.004222467485709951;;;0.0752093304892387;;;;2.7872780575766027;0.08291833594671916;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;
Lenovo A6010;77.84013200000001;1.6293873688531877;5.093688917429383;31.758429603599147;0.06360937310066697;0.10527897082713786;3.6997537527985345;0.15643943782565337;2.1945586498279073;0.1622850434891591;0.006688934074969547;0.11376738178870151;3.488702036508533;0.050969936304047274;0.00907535175534315;0.30660152970451215;;0.0773068806456914;0.0;0.02369748758546743;0.03689568653093245;;0.0;0.015204235577121548;0.36693756782746684;;0.009773124629786453;0.0;;20.196935334260527;0.026078618894926568;0.021300653815427107;0.027178692315349008;;0.0068661347928677735;0.5247517067719678;;;;0.007692081932960701;0.002720609119610193;0.0017746317030797383;;0.0;;0.01343370250597571;0.03720358048958454;;;0.005949315137801469;;0.011287846261049658;0.012093236108271866;0.0;0.8030692443342696;;0.002996770260820301;;0.0002215472631680612;;0.0008628037063231493;;0.0;;;0.0;;0.05037156580518352;0.012376853442880007;;;;;;;0.012504651968423043;0.00031032099391154047;0.009152352456359595;0.0010099952551972892;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;
SM-N950F;420.37781800000005;96.03664064499867;37.48927750536032;8.745714637448986;30.861071144647862;13.629493650969653;3.670072235306743;8.245211996603366;20.282129667332065;5.656454465985132;5.472649648745624;3.9184772993303008;2.0546197225951612;2.3442915990283506;1.3873676293905892;13.494366832733954;0.0;0.030750642167557567;0.10627281214282475;0.04577541570731635;0.011952004235395013;0.0;;;25.948037115782043;;0.9447798000401725;0.0;;;;0.0;0.15515296138213083;0.0042750650178044886;0.6216322681538875;;0.0;;1.1202310513145748;2.1879094150794622;3.0060229172168085;1.0066845672613915;0.0;0.3749803940323555;0.007037844624220412;0.0;0.0;0.8083793072627388;0.010255805324886133;0.14829059417437346;;1.4207404690419299;0.0;0.01522943372016143;0.0;0.0019262500977925956;0.0;0.0;0.0;;0.0;0.01062240191090013;18.56716846943461;;;0.0;0.0;;;;0.017490973016186743;0.0;;;;;;;;;;;0.0;0.037648919789193776;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;
HUAWEI Y541-U02;40.54693;0.9630172436963061;0.6979960054692105;0.9838269768838356;0.12854267913051495;0.1682506427556455;0.9498724712921348;0.642522624544399;0.9977355801019868;0.004405830610738884;0.10554730308778905;0.023608291475407564;0.689529314510915;;0.1358006974279867;0.1451979759532739;;;0.0;0.011231602786733078;0.016383619386097933;0.027664508823213186;0.17738230023538182;0.033516167620208245;0.30946036251700887;0.016378800598111462;0.05909412890534154;0.6691860856833247;;0.0;0.0;0.0055402984057840434;0.0;;0.037235290106445953;0.061788546172525834;;;;0.15994175645322214;0.0;0.0;0.017876246673108484;0.042521327016986916;;0.03365656114082439;0.0;;;0.0;;0.006537276185421969;0.046152795152300835;0.0;0.013113212723509451;;0.0;;0.0;;;;0.0;;;0.003283211857485846;0.0;;0.0;;;;;;;0.3145713654745789;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;
SM-C5000;160.04512333333335;13.764649968036611;8.70622797881947;9.558054256284457;6.59068509454753;0.6953110766633633;2.4774712242290255;0.3438786246181349;2.463377485018527;;0.025379620466301496;0.5681244653609704;2.557212142791464;0.06223202818260794;0.5436726581171117;0.3400111840352284;0.22548345235471734;0.0030361103795992273;0.0;0.5419952011351604;0.31591191714975564;5.235160658872405;0.6683128035587285;0.19836758991425849;0.5348880119457357;0.7546412482190781;0.05948008869668975;0.0008897611329194237;;0.12378816040214351;0.12367628806038747;3.5797099737958735;0.19627898532457977;7.959456304817969;0.1539143843634368;0.16785837756035996;0.0008810833597564532;0.09946298728781826;0.07746325550749672;0.0372985213061798;0.5846819618493757;0.016173321136313663;0.0014216577906375567;0.0;0.45614397539527607;0.685025533237584;0.1695069803318255;0.0017445140571049913;0.009930042566081718;0.1414213773197021;0.2866859816079617;0.0921585986813508;;0.0016673054903310624;0.0;;0.03413276771230009;;0.0;0.46290184273383495;1.2079638882451851e-05;0.003737874084153448;0.06511326961560311;;5.209586822687107;0.0018111175257833783;;0.2910868398641076;;1.3371145515847564;0.5681129308703823;;;;;;0.001314218776479708;0.232096558322927;;;;;0.0009457488063706913;0.05642960167632952;;;;;;;7.578875147340282;0.0731948815123289;;;;;;;;;;;;;;;;;;;
SAMSUNG-SM-G935A;135.79995266666666;19.13496896175776;11.996665285959345;2.72796738360685;1.3311264087971286;3.2355555894614927;0.6801671887180983;1.844812839100225;11.637217130008121;0.7016825090337084;0.015787637054977408;2.7124195552500767;0.31783550198559113;3.6184711172522266;0.10432057538663941;0.3806397171926249;0.11821408870148732;0.15530005564859234;;;0.09451197785565954;;0.8811751209806639;;0.7670155617815365;0.000677513689995243;1.3277046133771058;0.000269913228721077;;0.0005756322574994435;0.0010522327733988135;;0.20840701902878;0.4533559228234075;1.2246118150625949;0.07777781436522115;0.00022163716325523022;1.478554031694137;1.3826197896616672;4.070555732902441;0.1531161716858453;0.008300176836116776;7.434164794934209e-05;0.0;0.00028227703183346435;0.12867400960290296;0.04522878597304175;9.790142299400129e-05;0.0011894070842277274;0.2028660892194209;0.26430218878472445;0.2054998029852271;0.0016693775792966533;0.01465466362934413;0.0;;;0.0014597906548375983;0.0011597271081427612;0.0007728628913605033;0.0016801474951458428;0.00024667439009962063;2.7451902114264515;;0.8026407735627025;;;0.0;2.4081771128370186;0.30360840377635023;1.0279607729633835;;;;;;0.00165175314717988;0.9862072302750478;;;;;0.0005989706834276283;;;;;;;;0.5466441759248906;0.02801718004667913;;;;;;;;;;;;;;;;;;;
SM-G900H;93.98642;6.642579672590151;1.2123771820586;7.600556226386185;0.9356632136893022;0.29880488844155023;0.28166786464897614;0.9401564601359085;1.693265841149251;0.588010389980933;0.48108780455005246;0.2281038665522421;0.25787316337851834;;0.06803765623449043;0.060620402748313595;1.3640508726303326;0.5131888156222574;0.0;0.7831644208967674;0.017970677149618017;0.19027203267257595;4.907302761483745;0.11328509656204441;0.9063862181276531;0.6596160575284133;1.8400074443409402;0.33337247104800943;0.07245818386586846;0.7665439026291394;0.3829778365376898;0.7186783081223659;0.35254024097727904;0.034498023445481626;0.0519638858025574;0.7389000118870807;0.0;0.0;;0.5617541515411008;0.036549471177631736;0.0;0.03782567135761172;0.0;;1.9964017595015702;0.0;0.0;0.09256899231778255;0.0;0.5624334358883916;0.0146946169435421;0.3136168221862154;0.1518658460923139;0.0;;0.0;;0.0;0.700782955279837;0.0;0.5029804066359627;0.2047226815800752;0.0;0.9213772057716971;;0.013348548728474933;0.0;0.1750617065203345;0.2626652879255139;;;;;;1.049997559110789;;;;;;;0.017040356774295155;0.08708428928113633;0.36341769485925196;;0.11015467696917505;;;;;;;;;;;;;;0.055620619010933174;;;;;;;;;;
SM-N916L;70.92999400000001;0.0;11.205818369493361;3.3320560330372673;0.1258560455253977;0.058088163298673;0.03495411451985267;0.0;0.024761948793664258;;0.0027628938463543913;0.0046325414021300415;0.014400729479301693;0.42578360235998064;0.0;0.011726510544942816;0.0023074167433557047;0.0;;0.004040411394962544;0.0;0.2600630122366815;;0.0;0.5121775160518658;0.0;0.0;0.0;;0.0;0.0;0.936929048434714;0.0021723014111325093;0.0;0.0029361639369335306;;0.0;0.0;;0.0;0.0;0.37759857858862167;0.0;0.0;;;0.014110495821929308;;0.0;0.0;0.0;0.0;;;0.0;0.0022393593659285555;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.003776526546228589;0.00260054628520904;0.010821180726181682;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;
SAMSUNG-SM-G925A;259.21761933333335;48.06875050329644;27.169337029120175;8.72974433681933;7.61064709086406;2.4095416725007857;6.27690420348241;2.4821771215079327;35.454172709830644;1.157043311186905;0.29113639343023145;3.7880923004310216;2.6320510124158356;0.03566760964729201;4.042225890036214;2.475593729042525;1.018735246733977;0.19825380436710707;;0.18876847173597905;0.06613889787342545;0.05286476115995265;0.7018597473697606;0.8172988307269504;3.302921541460151;1.1471952362110756;1.114286380301774;0.03297922358948383;0.28817531680097924;1.2298649576705305;0.8059647465696181;0.038081476749894275;0.08042225983523163;1.6229245635252525;0.565392485018749;0.43733108183039887;0.0007046390956181056;2.278898203258814;0.7916218213229528;0.3219912531502657;0.7518840242329387;0.13581507875676835;0.72503570721868;0.0;0.006363333248191516;0.43135716130064494;0.4782367434179033;0.0005546851578861248;0.7699902073078969;0.06733718172612269;2.937174531334016;0.22210600650320148;;0.0;0.0251848706898806;0.008008287624850683;0.0;0.00682116312422127;0.0024144560228455516;0.0017746968314783533;0.004575549115112023;0.005084188152305754;0.22273397855854032;;2.734948502996253;;8.262061808225923e-06;0.39858385857193557;0.05537471116963673;7.61292852311983;2.805329686442855;;;;;0.004563932789933661;;;;;;;0.005530957403213795;2.406005905678924;0.0032837715064850414;;;0.004591963246311769;;;3.031842869866088;;;;;;;;;;;;;;;0.0;;;;;
SM-N900T;186.994288;42.971608418743216;2.719830857474962;12.984914987242016;1.7789586511965205;2.32048822464753;6.114244448523342;6.588302471781075;11.895871755879858;0.2911992763139086;0.011971140855875619;4.267941294183282;1.4615766004160102;1.0534635594102426;4.096701782889863;1.407791921555425;1.5949529261007438;11.913171274152653;0.0066102893376189;0.9969597023821097;0.15257800998847082;0.0;2.2709750978309318;0.15938443415363654;6.074868189570502;0.3869024065326982;2.136321906916121;0.9897353649240498;0.12071585128850867;1.5626955008469783;5.314703828054115;0.07825390166482803;0.7104211940924049;0.0;0.854943352607839;0.8793894249723359;;;;0.27107021788174696;0.0;0.0055757809627737555;0.12103041589782049;0.0;;0.902221268824278;0.0;0.0;0.0;0.10788890974260552;;0.07978639794731622;;0.3748037333967694;4.886531655404903;;0.0;;0.0;;0.0;0.3901809317323705;0.2820628187419394;;;0.0;;;3.098970045222031;4.02563123612857;;;;;;0.002505270911064524;0.0;0.5152188877576829;;;;;0.09272539263098821;0.2770649224716442;0.5094916560840059;;0.7914268879976508;;;;;0.4179915249897006;;;;;;;;;0.3104423022858488;;;;;0.0;;;;;
SM-N920K;114.295069;0.022918538725639377;5.507533145981675;7.221209187218967;0.02615674393482181;0.43236673179242663;2.866141871229271;0.06256223615619445;3.5281932586431584;0.0;;0.033705376644534955;1.1517334680572615;0.0009682423171551879;;0.5225361436393707;0.007085652508950917;0.12854660691472342;;;0.008911273626434077;;0.019453480059061595;;1.9954482941190486;;;0.0;;;;;;20.59883318499611;2.670352702236512;;;0.0;0.012126123406166096;0.0;0.0;0.0;0.0;0.0;0.0;0.0023698955625137317;1.010766308227623;;0.0;0.0005221421004994128;;0.044636817926440316;;;0.15131999005286115;;;0.0;0.0;;0.0;0.0;0.0;;;;;0.3480914947875245;0.0;;0.0;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;
GT-I9500;219.802046;74.06141633170802;5.787703340707806;4.081325983760834;15.050703839571751;3.344125592136712;5.9742122974683;6.6136486863005;10.017723692814027;1.6617359889726144;10.9883570718897;0.4733429232313527;0.4256407195372507;;0.34632829627450185;2.0870421908933796;0.36183051594601395;0.910586652185613;0.0;0.3709381056000112;0.32817742586600696;0.3065225257543771;0.5467220848664156;0.5175026959431264;8.716265554586968;1.6355843998715875;0.3486303148971548;0.5531460987822203;0.030339715970738347;4.655274087408714;4.421442622328331;1.135701837382941;0.12169260513894073;0.26428256317173726;0.34726535031685674;6.790619072727601;;0.009383391379689292;;1.5521948157321783;0.0;0.2736116827337708;0.5246018149665084;0.0;;1.5305276247403707;1.4541188118664876;1.3904894831309809;1.9337713721114553;0.5271226176049445;;0.0226921562729144;0.29612063067066924;0.005944831720849818;1.8576783337679899;;0.025145570951795353;;0.0;;;;1.7777728197912177;0.0;;0.0;0.3120797155092963;0.2437045215408077;1.1406108468901939;0.0;0.0336937775803811;;0.008667162098422497;;;0.2514619487548598;;0.05683342386047809;;;;;0.4725867521299257;0.5649283089661596;1.0374076643312937;0.381198858758744;0.22420007670195524;;0.2628271101809864;2.5191296026935017;;;;;;;;;;;;;;;;;;;;;
ONE E1003;455.3798;201.83634159073662;15.219011797520341;31.37413523289365;163.9480966986991;0.0;4.97195277207023;32.08647907064638;31.415158202614805;0.0;0.0;0.0;33.255792112708484;0.0;0.0;3.891003134810159;;288.20049300749565;0.0;;0.0;0.0;0.0;;5.349839887012963;0.0;0.0;0.0;223.36767322121975;0.0;0.0;;0.0;;1.1269466769881047;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;;0.0;;0.0;;;;0.0;;0.0;;0.0;;4.92649062989796;1.833880819914175;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
SM-G903F;265.307792;81.68939523252865;20.874703311993425;13.120160722477179;16.767051715942426;4.646978976653164;1.5808416775066483;2.0607611940356363;6.832690063082187;0.38654159696053164;0.06101193126629757;4.087661760089487;0.6784453633483988;0.8883497888135368;7.392174945137793;9.659025831130316;3.372113468716095;0.07045882252038253;;0.0;0.3771452939628127;2.0788262347347812;5.430526996005302;0.0;5.481970656133855;0.5506279234490198;10.588003412492993;20.633753474099507;2.1547286437305453;0.13475665012534052;0.4048946155769086;0.15830345752444322;0.5649668630068276;0.17743920596240664;0.10476329927838025;0.059978497819131886;0.008274945844894185;3.5168015663804013;2.4946311803274233;7.222677353348128;1.4738577136095135;1.003938626727322;0.8032323525932424;24.186356310213892;0.2816371364152424;0.1214954373176764;13.744695303007887;0.7697738816155112;2.0149908685317315;0.46652676195772275;0.059425936800463514;1.639016586778714;;0.019646729482505;0.00044464755633105837;0.006395851361926485;0.0011019668989633552;;0.1852714894419743;5.3796798105104395;0.04928124922081562;1.2083851156070469;3.11165220192391;0.004113331702547147;0.0;0.004610510174640807;0.000306307400026889;;1.8424917564103351;1.0510356962895482;;14.386100780759827;;;0.0;0.0;;;;;;;0.33708525539058465;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0017715845492741553;;;;;
SM-G900V;139.3423856;29.464646897438467;4.7934204677286;6.099750935819362;4.288868497112607;0.4144444418284271;1.0288631511570923;1.7033165688092813;4.06471712621375;0.2907899045694406;0.26827251168624927;1.2041298448478248;0.6052695844320312;0.16998402772853088;0.39678489923508825;0.7384572308173262;0.08378117426979935;0.16255154118292042;;0.03712651937583832;0.9005473998539617;0.19337311772570961;0.025767553022329172;0.0;0.45524986430454567;0.2575085465319083;0.48783756385431515;0.061734533516383354;0.2836570161701456;0.15931393735872915;0.20133136999866103;0.08031008870887502;0.844573156150538;0.16686369769290366;0.09037188939112119;0.2182952635766218;0.0;0.664682040024288;;0.1699145442027446;0.05395271699902021;0.8478749524114954;0.07899913818874418;0.0;0.24683160721910277;0.0513594707880825;0.05332821770971555;0.0;0.0;0.04558730945883386;0.20994444898384146;0.09655394193543108;;0.0017340556046598035;0.022629795811465812;;0.014970421610884682;0.1728654427902068;0.012748204798829921;0.2692964112302088;0.00892855392201721;0.13572719067241834;0.06735514235940177;;0.16737052137340544;;0.0;0.0;0.3420802388052041;0.04435257244362826;;;;;;0.06281786531111566;0.054914868272507286;;;;;;0.007790801860194361;0.08086032865556561;2.283839116257323;;;;;;;0.23776696645934453;;;0.0;;0.0003481091489846636;0.34826460717799235;;;0.0510920142957891;;;;;;;;;;
